Player,Survivor Pick,2 Point Spread,1 Point Spread (1),1 Point Spread (2),1 Point Spread (3),1 Point Spread (4),Survivor Point,2 Point Spread Points,1 Point Spread (1) Points,1 Point Spread (2) Points,1 Point Spread (3) Points,1 Point Spread (4) Points,Total Points,Special,Week
nolanscougarpie,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,3
NotaMushMike,sea,lac,ten,hou,sf,bal,0,0.0,0.0,0.0,0.0,0.0,0.0,0,3
OddJob,KC,NE,LAC,GB,LAR,BAL,1,0.0,1.0,0.0,0.0,0.0,1.0,0,3
PatrickfromSTL,SEA,BAL,SF,DAL,NYJ,NE,1,0.0,0.0,0.0,1.0,0.0,1.0,0,3
Pinnacle,GB,LAC,DAL,SF,CIN,NE,0,2.0,0.0,0.0,0.0,0.0,0.0,0,3
Puffinmusket,GB,LAC,BUF,NE,BAL,SF,0,2.0,0.0,0.0,0.0,0.0,0.0,0,3
rburt23,SEA,NE,HOU,CIN,LAR,WAS,1,0.0,0.0,0.0,0.0,1.0,1.0,0,3
scanmanfilms,LAC,JAX,TEN,LV,CIN,DAL,1,2.0,0.0,0.0,0.0,0.0,2.0,0,3
Southpaw_hack,sea,ne,lv,nyj,lac,jax,0,0.0,0.0,0.0,0.0,0.0,0.0,0,3
Spasmus,SEA,HOU,WAS,DAL,SF,NE,1,0.0,1.0,0.0,0.0,0.0,1.0,0,3
stonecoldjake,SEA,SF,LV,BAL,ATL,DAL,1,0.0,0.0,0.0,0.0,0.0,0.0,0,3
Sullyinchicago,SEA,DAL,GB,NYJ,LV,HOU,1,0.0,0.0,1.0,0.0,0.0,1.0,0,3
teapars2,BUF,SF,CIN,LAC,KC,DAL,1,0.0,0.0,1.0,1.0,0.0,2.0,0,3
thebutt3r,SEA,TEN,NYG,NYJ,LAR,LAC,1,0.0,0.0,1.0,0.0,1.0,2.0,0,3
TheWizardofRaz,ATL,SF,DEN,NO,WAS,CIN,0,0.0,0.0,0.0,1.0,0.0,0.0,0,3
TwoBros,sea,lac,gb,nyg,cin,hou,0,0.0,0.0,0.0,0.0,0.0,0.0,0,3
Unhallowed318,GB,HOU,CAR,CIN,LAC,DAL,0,0.0,1.0,0.0,1.0,0.0,0.0,0,3
VD,KC,ARI,WAS,IND,DEN,HOU,1,2.0,1.0,1.0,0.0,0.0,4.0,0,3
Wilkman,sea,hou,nyj,pit,dal,det,0,0.0,0.0,0.0,0.0,0.0,0.0,0,3
wix87,sea,ne,nyj,hou,dal,bal,0,0.0,0.0,0.0,0.0,0.0,0.0,0,3
Yeager,sea,dal,sf,kc,cin,tb,0,0.0,0.0,0.0,0.0,0.0,0.0,0,3
YouDeadMySon,sea,nyj,hou,sf,lac,lar,0,0.0,0.0,0.0,0.0,0.0,0.0,0,3
zach voigt,sea,nyg,atl,was,nyj,sf,0,0.0,0.0,0.0,0.0,0.0,0.0,0,3
